track_n,slice_n,x,y
26,11,19.299,56.977
26,12,20.218,60.652
26,13,24.812,67.085
26,14,31.245,71.68
26,15,34.002,71.68
26,16,36.759,71.68
26,17,37.678,75.356
26,18,39.516,75.356
26,19,44.111,73.518
26,20,50.544,73.518
26,21,56.977,71.68
26,22,58.814,69.842
26,23,66.166,70.761
26,24,69.842,78.113
26,25,74.437,74.437
26,26,79.032,75.356
26,27,80.87,71.68
26,28,87.303,71.68
26,29,93.736,68.923
26,30,99.249,74.437
26,31,101.087,68.923
26,32,102.925,65.247
26,33,107.52,64.328
26,34,116.71,67.085
26,35,119.467,67.085
26,36,120.386,67.085
26,37,123.143,68.923
27,1,0,0
27,2,0,-4.595
27,3,6.433,3.676
27,4,15.623,11.947
27,5,27.569,10.109
27,6,40.435,8.271
27,7,44.111,7.352
27,8,56.058,8.271
27,9,68.004,7.352
27,10,74.437,7.352
27,11,81.789,6.433
27,12,95.574,7.352
27,13,95.574,0.919
27,14,101.087,-1.838
27,15,113.034,-11.027
27,16,117.629,-12.865
27,17,123.143,-5.514
27,18,128.657,-5.514
27,19,132.333,-7.351
27,20,139.684,-5.514
27,21,145.198,-9.189
27,22,154.388,-11.946
27,23,161.74,-15.622
27,24,170.01,-12.865
27,25,179.2,-11.027
27,26,187.471,-7.351
27,27,192.066,-10.108
27,28,198.499,-16.541
27,29,209.526,-15.622
27,30,214.121,-16.541
27,31,219.635,-12.865
27,32,221.473,-17.46
27,33,228.825,-20.217
27,34,240.771,-18.379
27,35,242.609,-21.136
27,36,248.123,-24.812
27,37,257.313,-24.812
28,1,0,0
28,2,3.676,-1.838
28,3,-2.757,-11.947
28,4,-5.514,-18.38
28,5,-8.27,-23.894
28,6,-8.27,-30.327
28,7,-6.433,-39.516
28,8,-10.108,-45.03
28,9,-11.027,-54.22
28,10,-8.27,-56.977
28,11,-5.514,-62.491
28,12,0.919,-68.923
28,13,2.757,-72.599
28,14,12.866,-73.518
28,15,16.542,-78.113
28,16,25.732,-70.761
28,17,35.84,-73.518
28,18,34.921,-77.194
28,19,44.111,-74.437
28,20,49.625,-75.356
28,21,45.949,-81.789
28,22,49.625,-80.87
28,23,57.896,-72.599
28,24,66.166,-68.004
28,25,71.68,-64.329
28,26,76.275,-63.41
28,27,82.708,-62.491
28,28,88.222,-64.329
28,29,96.493,-66.167
28,30,99.25,-63.41
28,31,107.52,-69.842
28,32,112.115,-69.842
28,33,122.224,-68.004
28,34,130.495,-66.167
28,35,135.09,-66.167
28,36,144.279,-69.842
28,37,147.036,-69.842
29,1,0,0
29,2,7.352,-0.919
29,3,18.38,5.514
29,4,26.651,9.19
29,5,34.002,2.757
29,6,44.111,-5.513
29,7,44.111,-6.432
29,8,51.463,-5.513
29,9,59.734,-9.189
29,10,69.842,-9.189
29,11,69.842,-8.27
29,12,79.951,-8.27
29,13,81.789,-11.946
29,14,84.546,-22.055
29,15,95.574,-25.731
29,16,96.493,-28.488
29,17,106.601,-39.515
29,18,109.358,-39.515
29,19,113.034,-41.353
29,20,119.467,-40.434
29,21,124.981,-44.11
29,22,124.981,-51.462
29,23,128.657,-59.733
29,24,131.414,-58.814
29,25,138.765,-53.3
29,26,147.036,-51.462
29,27,147.036,-55.138
29,28,149.793,-62.49
29,29,151.631,-65.247
29,30,154.388,-64.328
29,31,158.064,-64.328
29,32,161.74,-69.842
29,33,169.092,-76.274
29,34,178.281,-79.95
29,35,180.119,-79.031
29,36,182.876,-82.707
29,37,183.795,-84.545
30,1,0,0
30,2,0.919,10.109
30,3,3.676,17.461
30,4,4.595,30.326
30,5,8.271,34.921
30,6,18.38,45.949
30,7,22.056,51.463
30,8,27.57,61.571
30,9,30.327,71.68
30,10,32.164,90.06
30,11,38.597,101.087
30,12,44.111,107.52
30,13,53.301,123.143
30,14,57.896,138.765
30,15,62.491,145.198
30,16,76.275,148.874
30,17,87.303,152.55
30,18,97.412,155.307
30,19,106.601,152.55
30,20,110.277,154.388
30,21,124.981,154.388
30,22,135.09,146.117
30,23,145.198,145.198
30,24,155.307,152.55
30,25,163.578,152.55
30,26,173.687,158.064
30,27,181.957,156.226
30,28,190.228,150.712
30,29,198.499,144.279
30,30,208.608,147.036
30,31,215.04,148.874
30,32,221.473,142.441
30,33,238.015,147.036
30,34,241.691,149.793
30,35,241.691,149.793
30,36,253.637,148.874
30,37,258.232,148.874
31,1,0,0
31,2,0.919,-5.514
31,3,4.595,-13.785
31,4,13.785,-24.812
31,5,23.894,-27.569
31,6,38.597,-28.488
31,7,48.706,-31.245
31,8,59.734,-32.164
31,9,66.167,-37.678
31,10,79.951,-37.678
31,11,92.817,-39.516
31,12,102.007,-45.949
31,13,111.196,-47.787
31,14,123.143,-45.03
31,15,130.495,-45.949
31,16,133.252,-39.516
31,17,152.55,-33.083
31,18,154.388,-27.569
31,19,169.092,-29.407
31,20,178.281,-43.192
31,21,189.309,-43.192
31,22,198.499,-47.787
31,23,205.851,-46.868
31,24,220.554,-46.868
31,25,226.068,-42.273
31,26,236.177,-42.273
31,27,242.61,-50.544
31,28,253.637,-46.868
31,29,256.394,-46.868
31,30,265.584,-41.354
31,31,280.288,-49.625
31,32,295.91,-55.138
31,33,304.181,-50.544
31,34,311.533,-49.625
31,35,321.641,-43.192
31,36,328.993,-41.354
31,37,334.507,-34.921
32,1,0,0
32,2,0,5.513
32,3,5.514,11.946
32,4,14.704,24.812
32,5,22.056,32.164
32,6,32.164,25.731
32,7,45.03,22.974
32,8,50.544,14.703
32,9,67.085,12.865
32,10,79.951,5.513
32,11,87.303,0
32,12,99.249,-4.595
32,13,107.52,-6.433
32,14,114.872,-12.866
32,15,128.657,-25.732
32,16,138.765,-34.921
32,17,133.252,-42.273
32,18,142.441,-54.22
32,19,144.279,-68.004
32,20,145.198,-77.194
32,21,141.522,-94.655
32,22,126.819,-109.358
32,23,121.305,-118.548
32,24,115.791,-128.657
32,25,113.034,-138.765
32,26,116.71,-145.198
32,27,121.305,-162.659
32,28,125.9,-173.687
32,29,126.819,-174.605
32,30,130.495,-178.281
32,31,138.765,-170.011
32,32,146.117,-174.605
32,33,150.712,-170.011
32,34,162.659,-170.93
32,35,174.605,-170.93
32,36,178.281,-173.687
32,37,187.471,-168.173
33,1,0,0
33,2,-10.109,2.757
33,3,-15.623,4.595
33,4,-13.785,18.38
33,5,-10.109,29.408
33,6,0.919,37.678
33,7,10.109,48.706
33,8,29.407,50.544
33,9,38.597,51.463
33,10,45.949,56.977
33,11,52.381,58.815
33,12,60.652,46.868
33,13,60.652,40.435
33,14,70.761,35.84
33,15,79.951,23.894
33,16,88.221,17.461
33,17,104.763,22.975
33,18,108.439,2.757
33,19,124.98,7.352
33,20,134.17,6.433
33,21,147.955,4.595
33,22,156.226,7.352
33,23,162.658,17.461
33,24,172.767,29.408
33,25,189.309,39.516
33,26,196.66,39.516
33,27,210.445,42.273
33,28,222.392,52.382
33,29,232.5,54.22
33,30,239.852,61.572
33,31,255.475,66.167
33,32,260.07,58.815
33,33,274.773,57.896
33,34,287.639,56.058
33,35,294.991,47.787
33,36,312.451,44.111
33,37,314.289,45.03
34,1,0,0
34,2,11.028,5.514
34,3,18.38,12.866
34,4,34.002,12.866
34,5,45.03,16.542
34,6,56.977,13.785
34,7,61.572,11.028
34,8,69.842,8.271
34,9,85.465,10.109
34,10,97.412,16.542
34,11,102.925,12.866
34,12,122.224,0.919
34,13,139.684,11.947
34,14,144.279,12.866
34,15,159.902,11.947
34,16,171.849,12.866
34,17,186.552,21.137
34,18,193.904,14.704
34,19,206.77,17.461
34,20,210.445,12.866
34,21,227.906,10.109
34,22,234.339,5.514
34,23,245.366,9.19
34,24,260.989,18.38
34,25,267.422,19.299
34,26,279.369,20.218
34,27,285.801,23.894
34,28,302.343,28.488
34,29,309.695,22.056
34,30,320.722,26.651
34,31,337.264,26.651
34,32,342.778,24.813
34,33,350.13,20.218
34,34,356.562,34.002
34,35,367.59,33.083
34,36,371.266,36.759
34,37,378.618,45.03
35,1,0,0
35,2,2.757,3.676
35,3,2.757,16.542
35,4,2.757,22.056
35,5,5.514,29.407
35,6,21.137,35.84
35,7,26.65,50.544
35,8,29.407,54.22
35,9,39.516,69.842
35,10,49.625,74.437
35,11,59.734,75.356
35,12,75.356,79.951
35,13,81.789,86.384
35,14,95.574,87.303
35,15,109.358,91.898
35,16,122.224,86.384
35,17,135.089,87.303
35,18,147.955,82.708
35,19,153.469,86.384
35,20,162.659,90.06
35,21,179.2,86.384
35,22,187.471,80.87
35,23,197.58,79.032
35,24,211.364,84.546
35,25,215.959,93.736
35,26,225.149,91.898
35,27,235.258,90.979
35,28,241.69,89.141
35,29,249.042,86.384
35,30,264.665,90.06
35,31,274.774,92.817
35,32,283.044,90.06
35,33,295.91,90.06
35,34,307.857,88.222
35,35,320.722,93.736
35,36,325.317,96.493
35,37,336.345,93.736
36,1,0,0
36,2,5.514,-4.594
36,3,11.028,-2.757
36,4,22.056,-9.189
36,5,19.299,-23.893
36,6,29.407,-32.164
36,7,45.03,-37.678
36,8,62.49,-39.516
36,9,65.247,-42.272
36,10,80.87,-45.948
36,11,95.573,-49.624
36,12,102.006,-49.624
36,13,111.196,-48.705
36,14,117.629,-46.867
36,15,128.657,-33.083
36,16,135.089,-28.488
36,17,153.469,-24.812
36,18,163.578,-41.353
36,19,179.2,-43.191
36,20,192.985,-45.948
36,21,201.256,-51.462
36,22,210.445,-57.895
36,23,226.987,-56.057
36,24,235.258,-52.381
36,25,245.366,-50.543
36,26,256.394,-53.3
36,27,266.503,-62.49
36,28,271.098,-60.652
36,29,274.773,-59.733
36,30,282.125,-53.3
36,31,292.234,-52.381
36,32,298.667,-59.733
36,33,308.776,-66.166
36,34,316.127,-65.247
36,35,316.127,-60.652
36,36,324.398,-62.49
36,37,327.155,-60.652
37,1,0,0
37,2,-3.676,-3.676
37,3,-3.676,-14.704
37,4,-4.595,-21.137
37,5,-0.919,-28.489
37,6,-0.919,-37.678
37,7,8.27,-45.03
37,8,14.703,-48.706
37,9,20.217,-57.896
37,10,22.974,-62.491
37,11,31.245,-65.248
37,12,39.515,-65.248
37,13,54.219,-68.923
37,14,56.057,-70.761
37,15,59.733,-75.356
37,16,64.328,-76.275
37,17,69.842,-79.032
37,18,75.355,-79.032
37,19,83.626,-81.789
37,20,91.897,-79.951
37,21,95.573,-84.546
37,22,102.925,-90.06
37,23,111.195,-90.979
37,24,115.79,-90.979
37,25,123.142,-84.546
37,26,130.494,-81.789
37,27,137.846,-82.708
37,28,143.36,-87.303
37,29,153.468,-91.898
37,30,156.225,-98.331
37,31,167.253,-102.926
37,32,171.848,-105.682
37,33,181.037,-107.52
37,34,186.551,-105.682
37,35,194.822,-105.682
37,36,204.931,-104.763
37,37,207.688,-106.601
38,1,0,0
38,2,9.19,0
38,3,16.541,4.595
38,4,25.731,5.514
38,5,38.597,0
38,6,43.192,-3.676
38,7,53.3,-6.433
38,8,61.571,-6.433
38,9,71.68,-8.27
38,10,72.599,-10.108
38,11,81.789,-10.108
38,12,95.573,-12.865
38,13,104.763,-15.622
38,14,113.953,-18.379
38,15,117.629,-20.217
38,16,129.575,-23.893
38,17,136.008,-23.893
38,18,140.603,-36.759
38,19,144.279,-43.192
38,20,148.874,-52.381
38,21,153.469,-62.49
38,22,161.739,-65.247
38,23,159.901,-68.004
38,24,162.658,-69.842
38,25,168.172,-70.761
38,26,177.362,-69.842
38,27,182.876,-69.842
38,28,192.066,-70.761
38,29,194.822,-73.518
38,30,203.093,-68.004
38,31,211.364,-68.923
38,32,213.202,-71.68
38,33,216.878,-69.842
38,34,221.473,-63.409
38,35,226.068,-60.652
38,36,225.149,-57.895
38,37,224.23,-58.814
39,1,0,0
39,2,9.19,1.838
39,3,20.218,6.433
39,4,27.57,4.595
39,5,31.245,7.352
39,6,40.435,7.352
39,7,45.03,3.676
39,8,51.463,3.676
39,9,66.167,4.595
39,10,74.437,0.919
39,11,79.032,0
39,12,90.06,-1.837
39,13,100.169,-3.675
39,14,111.196,-2.756
39,15,118.548,-0.919
39,16,125.9,0
39,17,132.333,-3.675
39,18,139.684,-2.756
39,19,149.793,-3.675
39,20,163.578,-3.675
39,21,170.011,-6.432
39,22,179.2,-18.379
39,23,187.471,-18.379
39,24,201.256,-19.298
39,25,203.094,-16.541
39,26,215.04,-19.298
39,27,226.068,-21.136
39,28,226.068,-30.326
39,29,233.42,-36.759
39,30,245.367,-39.515
39,31,246.285,-38.596
39,32,253.637,-48.705
39,33,261.908,-51.462
39,34,264.665,-51.462
39,35,265.584,-54.219
39,36,278.45,-55.138
39,37,283.963,-52.381
40,1,0,0
40,2,7.352,3.676
40,3,13.785,8.271
40,4,22.055,12.865
40,5,32.164,20.217
40,6,40.435,27.569
40,7,51.463,31.245
40,8,56.058,35.84
40,9,65.247,39.516
40,10,69.842,44.111
40,11,79.951,42.273
40,12,81.789,40.435
40,13,90.06,44.111
40,14,96.492,45.948
40,15,113.034,42.273
40,16,112.115,42.273
40,17,117.629,41.354
40,18,127.738,43.192
40,19,127.738,40.435
40,20,134.17,36.759
40,21,145.198,36.759
40,22,150.712,35.84
40,23,161.74,32.164
40,24,169.091,34.921
40,25,175.524,34.921
40,26,179.2,33.083
40,27,182.876,32.164
40,28,191.147,29.407
40,29,198.499,24.812
40,30,204.012,29.407
40,31,207.688,28.488
40,32,215.959,27.569
40,33,215.959,27.569
40,34,220.554,27.569
40,35,224.23,27.569
40,36,232.501,25.731
40,37,231.582,25.731
41,1,0,0
41,2,6.433,0.919
41,3,9.19,6.433
41,4,22.055,13.784
41,5,22.974,18.379
41,6,37.678,26.65
41,7,44.111,33.083
41,8,34.002,49.624
41,9,34.002,59.733
41,10,41.354,68.004
41,11,42.273,75.356
41,12,47.786,85.464
41,13,38.597,93.735
41,14,41.354,102.925
41,15,43.192,110.277
41,16,45.948,119.466
41,17,49.624,130.494
41,18,46.867,144.279
41,19,45.948,160.82
41,20,51.462,158.063
41,21,57.895,165.415
41,22,68.923,169.091
41,23,78.113,173.686
41,24,89.14,175.524
41,25,98.33,170.01
41,26,113.034,170.929
41,27,120.385,176.443
41,28,127.737,180.119
41,29,133.251,181.957
41,30,140.603,188.39
41,31,147.036,191.146
41,32,162.658,190.227
41,33,168.172,189.309
41,34,176.443,189.309
41,35,181.038,190.227
41,36,188.39,186.552
41,37,193.903,189.309
42,1,0,0
42,2,5.513,1.838
42,3,19.298,6.432
42,4,28.488,10.108
42,5,42.272,15.622
42,6,50.543,13.784
42,7,65.247,12.865
42,8,76.274,11.027
42,9,91.897,13.784
42,10,106.601,12.865
42,11,119.466,14.703
42,12,137.846,18.379
42,13,140.603,19.298
42,14,153.468,7.351
42,15,167.253,-2.757
42,16,176.443,-8.271
42,17,185.632,-0.919
42,18,199.417,-1.838
42,19,206.769,-4.595
42,20,217.796,-3.676
42,21,228.824,-2.757
42,22,234.338,-2.757
42,23,241.69,3.676
42,24,249.042,7.351
42,25,262.826,7.351
42,26,271.097,11.027
42,27,274.773,11.027
42,28,282.125,11.027
42,29,282.125,17.46
42,30,290.395,22.055
42,31,299.585,24.812
42,32,302.342,21.136
42,33,306.937,22.974
42,34,316.127,20.217
42,35,322.56,25.731
42,36,334.506,30.326
42,37,340.939,40.434
43,1,0,0
43,2,9.189,0
43,3,23.893,-2.757
43,4,33.083,2.757
43,5,43.191,6.433
43,6,44.11,7.352
43,7,58.814,11.028
43,8,69.842,18.379
43,9,74.437,22.974
43,10,79.031,29.407
43,11,96.492,33.083
43,12,102.925,32.164
43,13,114.871,36.759
43,14,116.709,42.273
43,15,124.061,40.435
43,16,130.494,35.84
43,17,143.36,33.083
43,18,145.198,34.921
43,19,154.387,34.002
43,20,158.063,35.84
43,21,168.172,34.002
43,22,175.524,27.569
43,23,180.119,24.812
43,24,184.714,33.083
43,25,192.984,33.083
43,26,203.093,34.002
43,27,211.364,34.921
43,28,218.716,36.759
43,29,229.743,32.164
43,30,233.419,36.759
43,31,241.69,39.516
43,32,243.528,43.192
43,33,246.285,44.111
43,34,253.637,51.462
43,35,262.826,53.3
43,36,273.854,55.138
43,37,283.044,62.49
44,1,0,0
44,2,7.352,4.595
44,3,14.703,15.622
44,4,23.893,22.055
44,5,29.407,22.974
44,6,34.002,31.245
44,7,43.192,30.326
44,8,54.219,27.569
44,9,64.328,34.002
44,10,67.085,34.002
44,11,77.194,36.759
44,12,90.059,39.516
44,13,94.654,38.597
44,14,99.249,45.029
44,15,109.358,45.029
44,16,117.629,46.867
44,17,124.98,56.976
44,18,132.332,64.328
44,19,142.441,59.733
44,20,155.307,55.138
44,21,165.415,53.3
44,22,172.767,48.705
44,23,184.714,48.705
44,24,194.822,45.029
44,25,203.093,45.948
44,26,213.202,45.948
44,27,224.23,45.029
44,28,228.825,40.435
44,29,239.852,39.516
44,30,242.609,36.759
44,31,253.637,40.435
44,32,260.989,45.948
44,33,270.178,56.057
44,34,275.692,58.814
44,35,289.477,68.923
44,36,297.748,70.761
44,37,303.261,77.194
45,1,0,0
45,2,-6.433,-2.757
45,3,-4.595,4.595
45,4,0.919,4.595
45,5,7.352,-4.595
45,6,10.109,-12.866
45,7,17.461,-23.894
45,8,29.407,-31.245
45,9,38.597,-26.65
45,10,51.463,-25.732
45,11,56.057,-28.488
45,12,60.652,-33.083
45,13,75.356,-33.083
45,14,83.627,-34.921
45,15,90.06,-36.759
45,16,101.087,-36.759
45,17,105.682,-40.435
45,18,113.034,-35.84
45,19,119.467,-35.84
45,20,129.575,-36.759
45,21,135.089,-38.597
45,22,147.036,-41.354
45,23,155.307,-46.868
45,24,162.659,-48.706
45,25,168.172,-39.516
45,26,178.281,-35.84
45,27,190.228,-34.921
45,28,198.499,-39.516
45,29,198.499,-40.435
45,30,204.931,-45.949
45,31,214.121,-42.273
45,32,222.392,-45.03
45,33,227.906,-48.706
45,34,236.176,-45.949
45,35,249.042,-42.273
45,36,252.718,-35.84
45,37,249.042,-32.164
46,1,0,0
46,2,8.271,3.676
46,3,11.946,5.514
46,4,24.812,7.352
46,5,30.326,5.514
46,6,38.597,10.109
46,7,52.381,14.703
46,8,57.895,18.379
46,9,59.733,24.812
46,10,67.085,26.65
46,11,71.68,32.164
46,12,83.626,29.407
46,13,84.545,34.002
46,14,87.302,35.84
46,15,92.816,37.678
46,16,92.816,40.435
46,17,101.087,43.192
46,18,112.115,42.273
46,19,116.71,44.111
46,20,124.061,50.543
46,21,133.251,51.462
46,22,139.684,52.381
46,23,146.117,54.219
46,24,147.955,61.571
46,25,158.982,70.761
46,26,168.172,73.518
46,27,179.2,73.518
46,28,186.552,73.518
46,29,192.984,77.194
46,30,201.255,79.951
46,31,204.931,85.464
46,32,212.283,88.221
46,33,214.121,90.978
46,34,221.473,95.573
46,35,221.473,100.168
46,36,227.905,102.925
46,37,234.338,108.439
47,1,0,0
47,2,-2.757,-6.433
47,3,7.352,-9.19
47,4,11.947,-19.299
47,5,14.703,-25.731
47,6,16.541,-36.759
47,7,22.055,-41.354
47,8,29.407,-42.273
47,9,36.759,-39.516
47,10,49.624,-44.111
47,11,57.895,-43.192
47,12,63.409,-48.706
47,13,67.085,-53.301
47,14,72.599,-56.976
47,15,79.032,-61.571
47,16,85.464,-67.085
47,17,92.816,-72.599
47,18,102.925,-69.842
47,19,102.925,-79.951
47,20,113.953,-78.113
47,21,123.142,-88.222
47,22,129.575,-97.411
47,23,138.765,-92.816
47,24,145.198,-90.979
47,25,152.55,-95.573
47,26,158.063,-96.492
47,27,167.253,-91.897
47,28,174.605,-98.33
47,29,179.2,-102.925
47,30,190.228,-95.573
47,31,193.903,-88.222
47,32,200.336,-93.735
47,33,205.85,-91.897
47,34,213.202,-90.979
47,35,220.554,-90.979
47,36,227.905,-89.141
47,37,228.824,-85.465
48,1,0,0
48,2,5.514,1.838
48,3,7.352,6.433
48,4,11.947,9.19
48,5,19.298,16.541
48,6,18.379,17.46
48,7,27.569,22.055
48,8,28.488,29.407
48,9,34.002,33.083
48,10,42.273,35.84
48,11,45.03,36.759
48,12,51.462,33.083
48,13,54.219,33.083
48,14,58.814,33.083
48,15,60.652,34.921
48,16,59.733,35.84
48,17,68.923,37.678
48,18,69.842,41.354
48,19,68.923,35.84
48,20,79.951,38.597
48,21,89.14,34.921
48,22,92.816,33.083
48,23,90.978,32.164
48,24,97.411,34.921
48,25,93.735,35.84
48,26,105.682,35.84
48,27,109.358,35.84
48,28,110.277,34.002
48,29,110.277,31.245
48,30,115.791,33.083
48,31,117.629,36.759
48,32,124.98,32.164
48,33,130.494,28.488
48,34,135.089,31.245
48,35,138.765,31.245
48,36,142.441,32.164
48,37,145.198,36.759
49,1,0,0
49,2,3.676,-0.919
49,3,12.866,1.838
49,4,18.379,0
49,5,26.65,-3.676
49,6,36.759,-9.189
49,7,40.435,-8.27
49,8,46.868,-9.189
49,9,52.381,-5.514
49,10,58.814,-4.595
49,11,66.166,-7.352
49,12,68.923,-4.595
49,13,71.68,-4.595
49,14,72.599,-4.595
49,15,81.789,-1.838
49,16,84.546,0.919
49,17,90.059,10.109
49,18,100.168,10.109
49,19,104.763,6.433
49,20,112.115,6.433
49,21,122.224,0
49,22,126.818,0
49,23,135.089,-0.919
49,24,137.846,-1.838
49,25,143.36,0
49,26,148.874,-3.676
49,27,155.307,-11.946
49,28,158.064,-14.703
49,29,160.82,-22.055
49,30,170.929,-15.622
49,31,189.309,-11.027
49,32,185.633,-10.108
49,33,189.309,-11.027
49,34,198.498,-10.108
49,35,204.931,-11.027
49,36,214.121,-9.189
49,37,213.202,-3.676
50,1,0,0
50,2,8.271,7.352
50,3,6.433,11.947
50,4,14.704,11.947
50,5,22.056,19.299
50,6,22.975,24.812
50,7,31.245,19.299
50,8,37.678,22.975
50,9,44.111,18.38
50,10,46.868,16.542
50,11,47.787,19.299
50,12,56.058,14.704
50,13,56.977,14.704
50,14,63.409,12.866
50,15,68.004,11.947
50,16,74.437,11.947
50,17,74.437,11.028
50,18,78.113,14.704
50,19,85.465,11.028
50,20,85.465,9.19
50,21,85.465,7.352
50,22,85.465,3.676
50,23,89.141,0
50,24,97.412,5.514
50,25,94.655,5.514
50,26,98.33,4.595
50,27,99.249,5.514
50,28,99.249,4.595
50,29,102.006,2.757
50,30,108.439,8.271
50,31,113.034,11.947
50,32,118.548,7.352
50,33,124.981,11.028
50,34,124.062,11.028
50,35,128.657,14.704
50,36,129.576,12.866
50,37,133.252,14.704
